recording,session,channel,n_good,r,z,nrmse,lambda,pi,mu,d
sub-002_ses-t2,ses-t2,AF4,54,0.8682920422553122,1.3260964579560497,0.49746490899268586,2.409959606921083,0.005365647796467113,2,19.283554060134396
sub-002_ses-t2,ses-t2,AFz,54,0.9543661451177599,1.8785856623597297,0.3197647271389689,2.9922247001386295,0.0,2,22.999999999998153
sub-002_ses-t2,ses-t2,Fz,54,0.9091010680698033,1.5223197570456781,0.4279802344391052,2.9130592065597494,0.0,4,16.7762971676845
sub-002_ses-t2,ses-t2,F2,54,0.8941041376419684,1.4420225372618978,0.4486528492048644,2.4408556794215124,0.0,2,16.7762971676845
sub-002_ses-t2,ses-t2,F8,54,0.8558864560550882,1.2777581231446915,0.5193430535954042,1.947733301181577,0.036291294911984566,2,17.9889438872964
sub-002_ses-t2,ses-t2,FT8,54,0.8274516932076861,1.18000026068292,0.5841103394078156,2.1377397177662525,0.036364732842841634,3,17.988943887277408
sub-002_ses-t2,ses-t2,FC6,54,0.8607924687456916,1.2963959420801774,0.5326968358071288,2.277962013867953,0.0,3,20.00606534146191
sub-002_ses-t2,ses-t2,FC4,54,0.9007657991153322,1.4762647071309523,0.4373960854301909,1.7990716180371353,0.007836990595611285,2,21.041789990512164
sub-002_ses-t2,ses-t2,FC2,54,0.9206870025709598,1.5935180988224382,0.3934113403975439,2.2537970106075216,0.0,4,21.041789990512164
sub-002_ses-t2,ses-t2,FCz,54,0.9064675840353823,1.5073496526340653,0.424480978226169,2.71322642874367,0.0,4,22.021524975074975
sub-002_ses-t2,ses-t2,Cz,54,0.8437552832499231,1.2340681051650855,0.5408145238098202,2.485411140583554,0.0,4,22.999999999995417
sub-002_ses-t2,ses-t2,C2,54,0.860396769224455,1.294870363797013,0.5183680911668644,2.163823759869809,0.0016273883430775722,3,22.021524975074975
sub-002_ses-t2,ses-t2,C6,54,0.6999979869172896,0.8672965804839589,0.7218683643843493,2.5685765983112185,0.00024125452352231604,3,20.00606534146191
sub-002_ses-t2,ses-t2,T8,54,0.7599983430895862,0.996211159746916,0.6588372992090414,2.315246880086815,0.035992041960571534,3,17.988943887277408
sub-002_ses-t2,ses-t2,TP8,54,0.749510032359012,0.9718360879103668,0.7030270033539692,2.4337836207936316,0.03624412013026173,3,17.988943887277408
sub-002_ses-t2,ses-t2,CP6,54,0.8288750774468806,1.1845312570057263,0.5871901699154999,3.0245254594757456,0.0,4,19.399051296422527
sub-002_ses-t2,ses-t2,CP4,54,0.8307557695536567,1.190570663569082,0.5574318316139537,2.302659349936682,0.007718748115540011,3,21.041789990512164
sub-002_ses-t2,ses-t2,CP2,54,0.8594056164965451,1.2910665613336572,0.5365494772082942,1.9327224499638294,0.000663129973474801,3,21.041789990512164
sub-002_ses-t2,ses-t2,P4,54,0.9197543844411705,1.587430203165941,0.39833427798235455,2.540664375715922,0.01410743353228432,3,17.594959612644345
sub-002_ses-t2,ses-t2,P6,54,0.9205693963470175,1.5927466256133669,0.39619820753132223,3.299222563731694,0.0,5,17.594959612644345
sub-002_ses-t2,ses-t2,P8,54,0.7670414924807425,1.0131007977660538,0.6495906667441785,2.6365115718418517,0.03622227579556413,3,17.705676358858174
sub-002_ses-t2,ses-t2,PO8,54,0.9412329510790509,1.7487486433271946,0.33782264293612985,2.5889833062134633,0.03628035918760923,4,17.9889438872964
sub-002_ses-t2,ses-t2,PO4,54,0.9357339098515091,1.7026048461911087,0.37871842703075015,2.4080747213015967,0.06658632118107864,4,18.99137042434568
sub-002_ses-t2,ses-t2,O2,54,0.9731135380595216,2.147872581965673,0.23243741925106845,2.3654877387479667,0.00030125926372235944,3,17.988943887277408
sub-003_ses-t1,ses-t1,Fp1,34,0.9298756851646475,1.6574706374081711,0.36794271481678115,1.5854584915897993,0.19430879604509554,2,17.988943887277408
sub-003_ses-t1,ses-t1,AF3,34,0.9422589707598565,1.7578194965316853,0.35086945863086094,2.2438200892318823,0.01778608464970457,2,18.99137042434568
sub-003_ses-t1,ses-t1,F1,34,0.8664297036372917,1.3185773658742246,0.5027192467869476,2.968459775660355,0.0,3,16.7762971676845
sub-003_ses-t1,ses-t1,F3,34,0.9315961441688867,1.6703363814863657,0.3645566210280715,2.272316043425814,0.03618817852834741,3,17.094795802718945
sub-003_ses-t1,ses-t1,FC3,34,0.8917309307104097,1.4303140070993947,0.46302991316737896,1.9828168334740142,0.06487399011214277,3,21.041789990512164
sub-003_ses-t1,ses-t1,FC1,34,0.8328787052334659,1.1974616040463943,0.5637399374030062,2.751838456901748,0.0,4,21.041789990512164
sub-003_ses-t1,ses-t1,C1,34,0.7669786328603156,1.012948113048759,0.6650135980376878,2.576913803496082,0.0,4,22.021524975074975
sub-003_ses-t1,ses-t1,C3,34,0.7785015184028377,1.0415553553865138,0.6518692087186715,1.8666425513956713,0.06101163561825526,3,21.08260936546092
sub-003_ses-t1,ses-t1,CP3,34,0.7649325390003884,1.0079976030379783,0.665677406977286,1.9817830860176138,0.06514657980456026,3,21.041789990512164
sub-003_ses-t1,ses-t1,CP1,34,0.7697874227747755,1.0198057936772231,0.669537254549508,2.7423941201277184,0.0,4,21.041789990512164
